EMG_1_Mean,EMG_1_Std,EMG_2_Mean,EMG_2_Std,EMG_3_Mean,EMG_3_Std,EMG_4_Mean,EMG_4_Std,EMG_5_Mean,EMG_5_Std,EMG_6_Mean,EMG_6_Std,EMG_7_Mean,EMG_7_Std,EMG_8_Mean,EMG_8_Std,eda_mean,eda_std,scr_amplitude_mean,scr_rise_time_mean,scr_recovery_mean,scr_recovery_time_mean,PPG_Mean_Heart_Rate,PPG_Std_Heart_Rate,EEG_1_Mean,EEG_1_Std,EEG_2_Mean,EEG_2_Std,EEG_3_Mean,EEG_3_Std,EEG_4_Mean,EEG_4_Std,EEG_5_Mean,EEG_5_Std,EEG_6_Mean,EEG_6_Std,EEG_7_Mean,EEG_7_Std,EEG_8_Mean,EEG_8_Std,Label
-1.549867302657045e-07,0.11592175094250584,1.227989860860534e-07,0.11848035995655631,2.6472419337341455e-07,0.12608988146222677,9.472106139779605e-08,0.11688156330718227,9.29243613227819e-07,0.13546396314003895,-8.147390585562629e-08,0.11979553366642028,-4.227560619727347e-07,0.12455790667406653,3.7747728679886734e-07,0.11638733435335094,0.0017266996858178651,0.019320006605756956,0.0002977841009546784,0.0018685339342380297,0.0066389891696750905,0.00080469819675803,95.44552971233432,20.944104389790024,1.616422670119209e-05,0.09494611923877586,-1.1056842880256609e-05,0.09751485886065989,5.451543181144454e-06,0.09123574840793151,-3.821107343271011e-05,0.0938974151319638,-2.7886582567003498e-05,0.09586711475703778,-3.0513471730552018e-05,0.09662893083967594,2.189352805498414e-05,0.09001678736540822,6.718416369168e-06,0.0936627644440113,0
